ISIN,Symbol,Type,Name
INE214A01019,CYBERTECH.NS,EQ,Cybertech Systems And Software Limited
INE136B01020,CYIENT.NS,EQ,Cyient Limited
INE818H01020,DAAWAT.NS,EQ,LT Foods Limited
INE016A01026,DABUR.NS,EQ,Dabur India Limited
INE00R701025,DALBHARAT.NS,EQ,Dalmia Bharat Limited
INE495A01022,DALMIASUG.NS,EQ,Dalmia Bharat Sugar and Industries Limited
INE497D01022,DAMODARIND.NS,EQ,Damodar Industries Limited
INE688Y01014,DANGEE.NS,EQ,Dangee Dums Limited
INE365B01017,DATAMATICS.NS,EQ,Datamatics Global Services Limited
INE950I01011,DBCORP.NS,EQ,D.B.Corp Limited
INE917M01012,DBL.NS,EQ,Dilip Buildcon Limited
INE879I01012,DBREALTY.NS,EQ,D B Realty Limited
INE921B01025,DBSTOCKBRO.NS,EQ,DB (International) Stock Brokers Limited
INE385W01011,DCAL.NS,EQ,Dishman Carbogen Amcis Limited
INE503A01015,DCBBANK.NS,EQ,DCB Bank Limited
INE498A01018,DCM.NS,EQ,DCM  Limited
INE891B01012,DCMFINSERV.NS,EQ,DCM Financial Services Limited
INE08KP01019,DCMNVL.NS,EQ,DCM Nouvelle Limited
INE499A01024,DCMSHRIRAM.NS,EQ,DCM Shriram Limited
INE500A01029,DCW.NS,EQ,DCW Limited
INE583C01021,DECCANCE.NS,EQ,Deccan Cements Limited
INE501A01019,DEEPAKFERT.NS,EQ,Deepak Fertilizers and Petrochemicals Corporation Limited
INE288B01029,DEEPAKNTR.NS,EQ,Deepak Nitrite Limited
INE677H01012,DEEPENR.NS,EQ,DEEP ENERGY RESOURCES LIMITED
INE124G01033,DELTACORP.NS,EQ,Delta Corp Limited
INE393A01011,DELTAMAGNT.NS,EQ,Delta Manufacturing Limited
INE947J01015,DEN.NS,EQ,Den Networks Limited
INE244A01016,DENORA.NS,EQ,De Nora India Limited
INE456C01020,DFMFOODS.NS,EQ,DFM Foods Limited
INE03JI01017,DGCONTENT.NS,EQ,Digicontent Limited
INE041A01016,DHAMPURSUG.NS,EQ,Dhampur Sugar Mills Limited
INE680A01011,DHANBANK.NS,EQ,Dhanlaxmi Bank Limited
INE274G01010,DHANI.NS,EQ,Dhani Services Limited
INE435G01025,DHANUKA.NS,EQ,Dhanuka Agritech Limited
INE988C01014,DHARSUGAR.NS,EQ,Dharani Sugars & Chemicals Limited
INE202B01012,DHFL.NS,EQ,Dewan Housing Finance Corporation Limited
INE320L01011,DHUNINV.NS,EQ,Dhunseri Investments Limited
INE393P01035,DIAMONDYD.NS,EQ,Prataap Snacks Limited
INE989C01012,DIAPOWER.NS,EQ,Diamond Power Infra Ltd
INE303A01010,DICIND.NS,EQ,DIC India Limited
INE927C01020,DIGISPICE.NS,EQ,DiGiSPICE Technologies Limited
INE731U01010,DIGJAMLTD.NS,EQ,Digjam Limited
INE836F01026,DISHTV.NS,EQ,Dish TV India Limited
INE361B01024,DIVISLAB.NS,EQ,Divi's Laboratories Limited
INE935N01012,DIXON.NS,EQ,Dixon Technologies (India) Limited
INE271C01023,DLF.NS,EQ,DLF Limited
INE250K01012,DLINKINDIA.NS,EQ,D-Link (India) Limited
INE192R01011,DMART.NS,EQ,Avenue Supermarts Limited
INE016M01021,DNAMEDIA.NS,EQ,Diligent Media Corporation Limited
INE966A01022,DOLAT.NS,EQ,Dolat Investments Limited
INE325C01035,DOLLAR.NS,EQ,Dollar Industries Limited
INE668D01028,DONEAR.NS,EQ,Donear Industries Limited
INE266Y01019,DPABHUSHAN.NS,EQ,D. P. Abhushan Limited
INE360C01024,DPSCLTD.NS,EQ,DPSC Limited
INE864X01013,DPWIRES.NS,EQ,D P Wires Limited
INE656K01010,DQE.NS,EQ,DQ Entertainment (International) Limited
INE506A01018,DREDGECORP.NS,EQ,Dredging Corporation of India Limited
INE089A01023,DRREDDY.NS,EQ,Dr. Reddy's Laboratories Limited
INE417B01040,DSSL.NS,EQ,Dynacons Systems & Solutions Limited
INE341R01014,DTIL.NS,EQ,Dhunseri Tea & Industries Limited
INE741L01018,DUCON.NS,EQ,Ducon Infratechnologies Limited
INE477B01010,DVL.NS,EQ,Dhunseri Ventures Limited
INE366A01041,DWARKESH.NS,EQ,Dwarikesh Sugar Industries Limited
INE221B01012,DYNAMATECH.NS,EQ,Dynamatic Technologies Limited
INE256H01015,DYNPRO.NS,EQ,Dynemic Products Limited
INE962C01027,EASTSILK.NS,EQ,Eastern Silk Industries Limited
INE268C01029,EASUNREYRL.NS,EQ,Easun Reyrolle Limited
INE726L01019,EBIXFOREX.NS,EQ,EBIXCASH WORLD MONEY INDIA LIMITED
INE738I01010,ECLERX.NS,EQ,eClerx Services Limited
INE532F01054,EDELWEISS.NS,EQ,Edelweiss Financial Services Limited
INE216H01027,EDUCOMP.NS,EQ,Educomp Solutions Limited
INE066A01021,EICHERMOT.NS,EQ,Eicher Motors Limited
INE126A01031,EIDPARRY.NS,EQ,EID Parry India Limited
INE276C01014,EIHAHOTELS.NS,EQ,EIH Associated Hotels Limited
INE230A01023,EIHOTEL.NS,EQ,EIH Limited
INE158B01016,EIMCOELECO.NS,EQ,Eimco Elecon (India) Limited
INE184H01027,EKC.NS,EQ,Everest Kanto Cylinder Limited
INE205B01023,ELECON.NS,EQ,Elecon Engineering Company Limited
INE086A01029,ELECTCAST.NS,EQ,Electrosteel Castings Limited
INE822G01016,ELECTHERM.NS,EQ,Electrotherm (India) Limited
INE285A01027,ELGIEQUIP.NS,EQ,Elgi Equipments Limited
INE819L01012,ELGIRUBCO.NS,EQ,Elgi Rubber Company Limited
INE548C01032,EMAMILTD.NS,EQ,Emami Limited
INE830C01026,EMAMIPAP.NS,EQ,Emami Paper Mills Limited
INE778K01012,EMAMIREAL.NS,EQ,Emami Realty Limited
INE078A01026,EMCO.NS,EQ,Emco Limited
INE296H01011,EMKAY.NS,EQ,Emkay Global Financial Services Limited
INE753K01015,EMMBI.NS,EQ,Emmbi Industries Limited
INE913H01037,ENDURANCE.NS,EQ,Endurance Technologies Limited
INE306C01019,ENERGYDEV.NS,EQ,Energy Development Company Limited
INE510A01028,ENGINERSIN.NS,EQ,Engineers India Limited
INE265F01028,ENIL.NS,EQ,Entertainment Network (India) Limited
INE255A01020,EPL.NS,EQ,EPL Limited
INE988K01017,EQUITAS.NS,EQ,Equitas Holdings Limited
INE063P01018,EQUITASBNK.NS,EQ,Equitas Small Finance Bank Limited
INE406M01024,ERIS.NS,EQ,Eris Lifesciences Limited
INE416L01017,EROSMEDIA.NS,EQ,Eros International Media Limited
INE284A01012,ESABINDIA.NS,EQ,Esab India Limited
INE042A01014,ESCORTS.NS,EQ,Escorts Limited
INE122M01019,ESSARSHPNG.NS,EQ,Essar Shipping Limited
INE778B01029,ESTER.NS,EQ,Ester Industries Limited
INE063J01011,EUROMULTI.NS,EQ,Euro Multivision Limited
INE022C01012,EUROTEXIND.NS,EQ,Eurotex Industries and Exports Limited
INE128A01029,EVEREADY.NS,EQ,Eveready Industries India Limited
INE295A01018,EVERESTIND.NS,EQ,Everest Industries Limited
INE688J01015,EXCEL.NS,EQ,Excel Realty N Infra Limited
INE369A01029,EXCELINDUS.NS,EQ,Excel Industries Limited
INE302A01020,EXIDEIND.NS,EQ,Exide Industries Limited
INE201K01015,EXPLEOSOL.NS,EQ,Expleo Solutions Limited
INE188A01015,FACT.NS,EQ,Fertilizers and Chemicals Travancore Limited
INE0DNW01011,FAIRCHEMOR.NS,EQ,Fairchem Organics Limited
INE045J01026,FCL.NS,EQ,Fineotex Chemical Limited
INE220J01025,FCONSUMER.NS,EQ,Future Consumer Limited
INE512B01022,FCSSOFT.NS,EQ,FCS Software Solutions Limited
INE258B01022,FDC.NS,EQ,FDC Limited
INE171A01029,FEDERALBNK.NS,EQ,The Federal Bank  Limited
INE623B01027,FEL.NS,EQ,Future Enterprises Limited
IN9623B01058,FELDVR.NS,EQ,Future Enterprises Limited
INE737H01014,FIEMIND.NS,EQ,Fiem Industries Limited
INE816B01027,FILATEX.NS,EQ,Filatex India Limited
INE235A01022,FINCABLES.NS,EQ,Finolex Cables Limited
INE686Y01026,FINEORG.NS,EQ,Fine Organic Industries Limited
INE183A01016,FINPIPE.NS,EQ,Finolex Industries Limited
INE060J01017,FLEXITUFF.NS,EQ,Flexituff Ventures International Limited
INE452O01016,FLFL.NS,EQ,Future Lifestyle Fashions Limited
INE09N301011,FLUOROCHEM.NS,EQ,Gujarat Fluorochemicals Limited
INE529A01010,FMGOETZE.NS,EQ,Federal-Mogul Goetze (India) Limited.
INE360L01017,FMNL.NS,EQ,Future Market Networks Limited
INE451A01017,FORCEMOT.NS,EQ,FORCE MOTORS LTD
INE061F01013,FORTIS.NS,EQ,Fortis Healthcare Limited
INE519A01011,FOSECOIND.NS,EQ,Foseco India Limited
INE752P01024,FRETAIL.NS,EQ,Future Retail Limited
INE935Q01015,FSC.NS,EQ,Future Supply Chain Solutions Limited
INE684F01012,FSL.NS,EQ,Firstsource Solutions Limited
INE524A01029,GABRIEL.NS,EQ,Gabriel India Limited
INE036B01030,GAEL.NS,EQ,Gujarat Ambuja Exports Limited
INE129A01019,GAIL.NS,EQ,GAIL (India) Limited
INE482J01021,GAL.NS,EQ,Gyscoal Alloys Limited
INE600K01018,GALAXYSURF.NS,EQ,Galaxy Surfactants Limited
INE297H01019,GALLANTT.NS,EQ,Gallantt Metal Limited
INE528K01029,GALLISPAT.NS,EQ,Gallantt Ispat Limited
INE181G01025,GAMMNINFRA.NS,EQ,Gammon Infrastructure Projects Limited
INE524B01027,GANDHITUBE.NS,EQ,Gandhi Special Tubes Limited
INE845D01014,GANECOS.NS,EQ,Ganesha Ecosphere Limited
INE460C01014,GANESHHOUC.NS,EQ,Ganesh Housing Corporation Limited
INE335W01016,GANGESSECU.NS,EQ,Ganges Securities Limited
INE526A01016,GARDENSILK.NS,EQ,Garden Silk Mills Limited
INE276A01018,GARFIBRES.NS,EQ,Garware Technical Fibres Limited
INE152B01027,GATI.NS,EQ,GATI Limited
INE287Z01012,GAYAHWS.NS,EQ,Gayatri Highways Limited
INE336H01023,GAYAPROJ.NS,EQ,Gayatri Projects Limited
INE087J01028,GBGLOBAL.NS,EQ,GB Global Limited
INE852F01015,GDL.NS,EQ,Gateway Distriparks Limited
INE916G01016,GEECEE.NS,EQ,GeeCee Ventures Limited
INE669X01016,GEEKAYWIRE.NS,EQ,Geekay Wires Limited
INE727B01026,GENESYS.NS,EQ,Genesys International Corporation Limited
INE949P01018,GENUSPAPER.NS,EQ,Genus Paper & Boards Limited
INE955D01029,GENUSPOWER.NS,EQ,Genus Power Infrastructures Limited
INE007B01023,GEOJITFSL.NS,EQ,Geojit Financial Services Limited
INE878A01011,GEPIL.NS,EQ,GE Power India Limited
INE017A01032,GESHIP.NS,EQ,The Great Eastern Shipping Company Limited
INE200A01026,GET&D.NS,EQ,GE T&D India Limited
INE538A01037,GFLLIMITED.NS,EQ,GFL Limited
INE534A01028,GFSTEELS.NS,EQ,Grand Foundry Limited
INE539A01019,GHCL.NS,EQ,GHCL Limited
INE289B01019,GICHSGFIN.NS,EQ,GIC Housing Finance Limited
INE481Y01014,GICRE.NS,EQ,General Insurance Corporation of India
INE047B01011,GILLANDERS.NS,EQ,Gillanders Arbuthnot & Company Limited
INE322A01010,GILLETTE.NS,EQ,Gillette India Limited
INE424C01010,GINNIFILA.NS,EQ,Ginni Filaments Limited
INE162A01010,GIPCL.NS,EQ,Gujarat Industries Power Company Limited
INE065J01016,GISOLUTION.NS,EQ,GI Engineering Solutions Limited
INE528A01020,GKWLIMITED.NS,EQ,GKW Limited
INE068V01023,GLAND.NS,EQ,Gland Pharma Limited
INE159A01016,GLAXO.NS,EQ,GlaxoSmithKline Pharmaceuticals Limited
INE935A01035,GLENMARK.NS,EQ,Glenmark Pharmaceuticals Limited
INE540A01017,GLFL.NS,EQ,Gujarat Lease Financing Limited
INE291W01011,GLOBAL.NS,EQ,Global Education Limited
INE792H01019,GLOBALVECT.NS,EQ,Global Vectra Helicorp Limited
INE581X01013,GLOBE.NS,EQ,Globe Textiles (India) Limited
INE446C01013,GLOBOFFS.NS,EQ,Global Offshore Services Limited
INE615I01010,GLOBUSSPR.NS,EQ,Globus Spirits Limited
INE075D01018,GMBREW.NS,EQ,GM Breweries Limited
INE131A01031,GMDCLTD.NS,EQ,Gujarat Mineral Development Corporation Limited
INE541A01023,GMMPFAUDLR.NS,EQ,GMM Pfaudler Limited
INE776C01039,GMRINFRA.NS,EQ,GMR Infrastructure Limited
INE934S01014,GNA.NS,EQ,GNA Axles Limited
INE113A01013,GNFC.NS,EQ,Gujarat Narmada Valley Fertilizers and Chemicals Limited
INE426D01013,GOACARBON.NS,EQ,Goa Carbon Limited
INE077F01035,GOCLCORP.NS,EQ,GOCL Corporation Limited
INE260B01028,GODFRYPHLP.NS,EQ,Godfrey Phillips India Limited
INE925Y01010,GODHA.NS,EQ,Godha Cabcon & Insulation Limited
INE850D01014,GODREJAGRO.NS,EQ,Godrej Agrovet Limited
INE102D01028,GODREJCP.NS,EQ,Godrej Consumer Products Limited
INE233A01035,GODREJIND.NS,EQ,Godrej Industries Limited
INE484J01027,GODREJPROP.NS,EQ,Godrej Properties Limited
INE516K01024,GOENKA.NS,EQ,Goenka Diamond and Jewels Limited
INE887G01027,GOKEX.NS,EQ,Gokaldas Exports Limited
INE020J01029,GOKUL.NS,EQ,Gokul Refoils and Solvent Limited
INE314T01025,GOKULAGRO.NS,EQ,Gokul Agro Resources Limited
INE973A01010,GOLDENTOBC.NS,EQ,Golden Tobacco Limited
INE025B01017,GOLDIAM.NS,EQ,Goldiam International Limited
INE805A01014,GOLDTECH.NS,EQ,Goldstone Technologies Limited
INE127I01024,GOODLUCK.NS,EQ,Goodluck India Limited
INE533A01012,GOODYEAR.NS,EQ,Goodyear India Limited
INE177H01013,GPIL.NS,EQ,Godawari Power And Ispat limited
INE517F01014,GPPL.NS,EQ,Gujarat Pipavav Port Limited
INE390G01014,GPTINFRA.NS,EQ,GPT Infraprojects Limited
INE101D01020,GRANULES.NS,EQ,Granules India Limited
INE371A01025,GRAPHITE.NS,EQ,Graphite India Limited
INE047A01021,GRASIM.NS,EQ,Grasim Industries Limited
INE024L01027,GRAVITA.NS,EQ,Gravita India Limited
INE224A01026,GREAVESCOT.NS,EQ,Greaves Cotton Limited
INE544R01013,GREENLAM.NS,EQ,Greenlam Industries Limited
INE08ZM01014,GREENPANEL.NS,EQ,Greenpanel Industries Limited
INE461C01038,GREENPLY.NS,EQ,Greenply Industries Limited
INE999K01014,GREENPOWER.NS,EQ,Orient Green Power Company Limited
INE536A01023,GRINDWELL.NS,EQ,Grindwell Norton Limited
INE646C01018,GROBTEA.NS,EQ,The Grob Tea Company Limited
INE137I01015,GRPLTD.NS,EQ,GRP Limited
INE382Z01011,GRSE.NS,EQ,Garden Reach Shipbuilders & Engineers Limited
INE542A01039,GSCLCEMENT.NS,EQ,Gujarat Sidhee Cement Limited
INE026A01025,GSFC.NS,EQ,Gujarat State Fertilizers & Chemicals Limited
INE246F01010,GSPL.NS,EQ,Gujarat State Petronet Limited
INE871H01011,GSS.NS,EQ,GSS Infotech Limited
INE043A01012,GTL.NS,EQ,GTL Limited
INE221H01019,GTLINFRA.NS,EQ,GTL Infrastructure Limited
INE537A01013,GTNIND.NS,EQ,GTN Industries Limited
INE302H01017,GTNTEX.NS,EQ,GTN Textiles Limited
INE869I01013,GTPL.NS,EQ,GTPL Hathway Limited
INE742B01025,GUFICBIO.NS,EQ,Gufic Biosciences Limited
INE186A01019,GUJALKALI.NS,EQ,Gujarat Alkalies and Chemicals Limited
INE826C01016,GUJAPOLLO.NS,EQ,Gujarat Apollo Industries Limited
INE844O01030,GUJGASLTD.NS,EQ,Gujarat Gas Limited
INE610B01024,GUJRAFFIA.NS,EQ,Gujarat Raffia Industries Limited
INE635Q01029,GULFOILLUB.NS,EQ,Gulf Oil Lubricants India Limited
INE586G01017,GULFPETRO.NS,EQ,GP Petroleums Limited
INE255D01024,GULPOLY.NS,EQ,Gulshan Polyols Limited
INE251H01024,GVKPIL.NS,EQ,GVK Power  Limited
INE066F01012,HAL.NS,EQ,Hindustan Aeronautics Limited
INE419U01012,HAPPSTMNDS.NS,EQ,Happiest Minds Technologies Limited
INE939D01015,HARITASEAT.NS,EQ,Harita Seating Systems Limited
INE544A01019,HARRMALAYA.NS,EQ,Harrisons  Malayalam Limited
INE982F01036,HATHWAY.NS,EQ,Hathway Cable & Datacom Limited
INE473B01035,HATSUN.NS,EQ,Hatsun Agro Product Limited
INE176B01034,HAVELLS.NS,EQ,Havells India Limited
INE293B01029,HAVISHA.NS,EQ,Sri Havisha Hospitality and Infrastructure Limited
INE292B01021,HBLPOWER.NS,EQ,HBL Power Systems Limited
INE550B01022,HBSL.NS,EQ,HB Stockholdings Limited
INE549A01026,HCC.NS,EQ,Hindustan Construction Company Limited
INE075I01017,HCG.NS,EQ,Healthcare Global Enterprises Limited
INE236A01020,HCL-INSYS.NS,EQ,HCL Infosystems Limited
INE860A01027,HCLTECH.NS,EQ,HCL Technologies Limited
INE001A01036,HDFC.NS,EQ,Housing Development Finance Corporation Limited
INE127D01025,HDFCAMC.NS,EQ,HDFC Asset Management Company Limited
INE040A01034,HDFCBANK.NS,EQ,HDFC Bank Limited
INE795G01014,HDFCLIFE.NS,EQ,HDFC Life Insurance Company Limited
INE191I01012,HDIL.NS,EQ,Housing Development and Infrastructure Limited
INE545A01016,HEG.NS,EQ,HEG Limited
INE578A01017,HEIDELBERG.NS,EQ,HeidelbergCement India Limited
INE0AJG01018,HEMIPROP.NS,EQ,Hemisphere Properties India Limited
INE688E01024,HERCULES.NS,EQ,Hercules Hoists Limited
INE978A01027,HERITGFOOD.NS,EQ,Heritage Foods Limited
INE158A01026,HEROMOTOCO.NS,EQ,Hero MotoCorp Limited
INE782E01017,HESTERBIO.NS,EQ,Hester Biosciences Limited
INE750M01017,HEXATRADEX.NS,EQ,Hexa Tradex Limited
INE548A01028,HFCL.NS,EQ,HFCL Limited
INE926X01010,HGINFRA.NS,EQ,H.G. Infra Engineering Limited
INE170I01016,HGS.NS,EQ,Hinduja Global Solutions Limited
INE475B01022,HIKAL.NS,EQ,Hikal Limited
INE557A01011,HIL.NS,EQ,HIL Limited
INE788H01017,HILTON.NS,EQ,Hilton Metal Forging Limited
INE049A01027,HIMATSEIDE.NS,EQ,Himatsingka Seide Limited
INE038A01020,HINDALCO.NS,EQ,Hindalco Industries Limited
INE310C01029,HINDCOMPOS.NS,EQ,Hindustan Composites Limited
INE531E01026,HINDCOPPER.NS,EQ,Hindustan Copper Limited
INE253A01025,HINDMOTORS.NS,EQ,Hindustan Motors Limited
INE952A01022,HINDNATGLS.NS,EQ,Hindusthan National Glass & Industries Limited
INE345A01011,HINDOILEXP.NS,EQ,Hindustan Oil Exploration Company Limited
INE094A01015,HINDPETRO.NS,EQ,Hindustan Petroleum Corporation Limited
INE030A01027,HINDUNILVR.NS,EQ,Hindustan Unilever Limited
INE267A01025,HINDZINC.NS,EQ,Hindustan Zinc Limited
INE835D01023,HIRECT.NS,EQ,Hind Rectifiers Limited
INE598C01011,HISARMETAL.NS,EQ,Hisar Metal Industries Limited
INE106T01017,HITECH.NS,EQ,Hi-Tech Pipes Limited
INE120D01012,HITECHCORP.NS,EQ,Hitech Corporation Limited
INE127B01011,HITECHGEAR.NS,EQ,The Hi-Tech Gears Limited
INE102A01024,HLVLTD.NS,EQ,HLV LIMITED
INE262A01018,HMT.NS,EQ,HMT Limited
INE871K01015,HMVL.NS,EQ,Hindustan Media Ventures Limited
INE254N01018,HNDFDS.NS,EQ,Hindustan Foods Limited
INE671A01010,HONAUT.NS,EQ,Honeywell Automation India Limited
INE634A01018,HONDAPOWER.NS,EQ,Honda India Power Products Limited
INE275F01019,HOTELRUGBY.NS,EQ,Hotel Rugby Limited
INE596H01014,HOVS.NS,EQ,HOV Services Limited
INE495S01016,HPL.NS,EQ,HPL Electric & Power Limited
INE019C01026,HSCL.NS,EQ,Himadri Speciality Chemical Limited
INE415A01038,HSIL.NS,EQ,HSIL Limited
INE501G01024,HTMEDIA.NS,EQ,HT Media Limited
INE703H01016,HUBTOWN.NS,EQ,Hubtown Limited
INE031A01017,HUDCO.NS,EQ,Housing & Urban Development Corporation Limited
INE275B01026,HUHTAMAKI.NS,EQ,Huhtamaki India Limited
INE069I01010,IBREALEST.NS,EQ,Indiabulls Real Estate Limited
INE148I01020,IBULHSGFIN.NS,EQ,Indiabulls Housing Finance Limited
INE520Y01019,ICEMAKE.NS,EQ,Ice Make Refrigeration Limited
INE090A01021,ICICIBANK.NS,EQ,ICICI Bank Limited
INE765G01017,ICICIGI.NS,EQ,ICICI Lombard General Insurance Company Limited
INE726G01019,ICICIPRULI.NS,EQ,ICICI Prudential Life Insurance Company Limited
INE483B01026,ICIL.NS,EQ,Indo Count Industries Limited
INE725G01011,ICRA.NS,EQ,ICRA Limited
INE008A01015,IDBI.NS,EQ,IDBI Bank Limited
INE669E01016,IDEA.NS,EQ,Vodafone Idea Limited
INE043D01016,IDFC.NS,EQ,IDFC Limited
INE092T01019,IDFCFIRSTB.NS,EQ,IDFC First Bank Limited
INE022Q01020,IEX.NS,EQ,Indian Energy Exchange Limited
INE076C01018,IFBAGRO.NS,EQ,IFB Agro Industries Limited
INE559A01017,IFBIND.NS,EQ,IFB Industries Limited
INE039A01010,IFCI.NS,EQ,IFCI Limited
INE133Y01011,IFGLEXPOR.NS,EQ,IFGL Refractories Limited
INE188B01013,IGARASHI.NS,EQ,Igarashi Motors India Limited
INE203G01027,IGL.NS,EQ,Indraprastha Gas Limited
INE204A01010,IGPL.NS,EQ,IG Petrochemicals Limited
INE530B01024,IIFL.NS,EQ,IIFL Finance Limited
INE489L01022,IIFLSEC.NS,EQ,IIFL Securities Limited
INE466L01020,IIFLWAM.NS,EQ,Iifl Wealth Management Limited
INE886A01014,IITL.NS,EQ,Industrial Investment Trust Limited
INE369I01014,IL&FSENGG.NS,EQ,IL&FS Engineering and Construction Company Limited
INE975G01012,IL&FSTRANS.NS,EQ,IL&FS Transportation Networks Limited
INE172N01012,IMAGICAA.NS,EQ,Imagicaaworld Entertainment Limited
INE919H01018,IMFA.NS,EQ,Indian Metals & Ferro Alloys Limited
INE547E01014,IMPAL.NS,EQ,India Motor Parts and Accessories Limited
INE841B01017,INDBANK.NS,EQ,Indbank Merchant Banking Services Limited
